Unnamed: 0.1,Unnamed: 0,Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,cleaned_text,extracted_hashtags
492,496,"Lost in the enchantment of Disneyland, each ride a journey into the realm of childhood fantasies. ",enchantment,2022-09-28 15:45:00, DisneylandExplorer , Instagram , #Enchantment #ChildhoodFantasies ,30.0,60.0, USA ,2022,9,28,15,lost in the enchantment of disneyland each ride a journey into the realm of childhood fantasies,
493,497,"Exploring the wonders of Ferrari World, the roar of engines creating a symphony of speed. ",excitement,2019-11-10 14:00:00, FerrariSpeedster , Facebook , #Excitement #SymphonyOfSpeed ,22.0,45.0, Italy ,2019,11,10,14,exploring the wonders of ferrari world the roar of engines creating a symphony of speed,
494,498,"Amidst the tulip fields of Keukenhof, a tapestry of colors that paints the soul with springtime joy. ",joy,2021-04-02 18:20:00, KeukenhofAdventurer , Instagram , #Joy #SpringtimeColors ,35.0,70.0, Netherlands ,2021,4,2,18,amidst the tulip fields of keukenhof a tapestry of colors that paints the soul with springtime joy,
495,499,"Wandering through the historical streets of Kyoto, each step a journey into the heart of Japan's traditions. ",exploration,2017-08-22 21:30:00, KyotoAdventurer , Twitter , #Exploration #JapaneseTraditions ,18.0,35.0, Japan ,2017,8,22,21,wandering through the historical streets of kyoto each step a journey into the heart of japan s traditions,
496,500,"In the embrace of the Grand Canyon, nature's masterpiece, a moment to marvel at Earth's grandeur. ",awe,2020-06-15 16:45:00, CanyonMarveler , Instagram , #Awe #EarthsGrandeur ,25.0,50.0, USA ,2020,6,15,16,in the embrace of the grand canyon nature s masterpiece a moment to marvel at earth s grandeur,
497,501,"Journeying through the serenity of Santorini, where each sunset paints the sky with hues of tranquility. ",serenity,2016-09-10 19:15:00, SantoriniTraveler , Facebook , #Serenity #SunsetHues ,22.0,45.0, Greece ,2016,9,10,19,journeying through the serenity of santorini where each sunset paints the sky with hues of tranquility,
498,502,"Amazed by the architectural marvels of Petra, each stone telling tales of an ancient civilization. ",amazement,2023-01-28 13:00:00, PetraExplorer , Twitter , #Amazement #AncientTales ,30.0,60.0, Jordan ,2023,1,28,13,amazed by the architectural marvels of petra each stone telling tales of an ancient civilization,
499,503,"Embarking on a gondola ride in Venice, each canal reflecting the romance of this timeless city. ",romance,2019-04-18 16:30:00, VeniceRomantic , Instagram , #Romance #TimelessCity ,20.0,40.0, Italy ,2019,4,18,16,embarking on a gondola ride in venice each canal reflecting the romance of this timeless city,
500,504,"At the summit of Machu Picchu, a breathtaking panorama that whispers the secrets of ancient civilizations. ",awe,2017-11-05 22:00:00, MachuPicchuAdventurer , Facebook , #Awe #AncientCivilizations ,28.0,55.0, Peru ,2017,11,5,22,at the summit of machu picchu a breathtaking panorama that whispers the secrets of ancient civilizations,
501,505,"In the heart of New York City, Times Square dazzles with lights, a vibrant spectacle of urban energy. ",excitement,2022-07-20 21:45:00, TimesSquareExplorer , Instagram , #Excitement #UrbanEnergy ,35.0,70.0, USA ,2022,7,20,21,in the heart of new york city times square dazzles with lights a vibrant spectacle of urban energy,
502,506,"Captivated by the historical charm of the Colosseum, each stone echoing tales of gladiator valor. ",captivation,2018-03-15 17:30:00, ColosseumAdventurer , Twitter , #Captivation #GladiatorTales ,25.0,50.0, Italy ,2018,3,15,17,captivated by the historical charm of the colosseum each stone echoing tales of gladiator valor,
503,507,"Sailing the azure waters of the Maldives, each wave a whisper of serenity in paradise. ",serenity,2019-10-28 14:15:00, MaldivesSailor , Facebook , #Serenity #ParadiseWhispers ,22.0,45.0, Maldives ,2019,10,28,14,sailing the azure waters of the maldives each wave a whisper of serenity in paradise,
504,508,"In the midst of the Amazon rainforest, a symphony of wildlife creates an orchestra of nature's wonders. ",wonder,2021-06-10 16:00:00, AmazonExplorer , Instagram , #Wonder #NatureOrchestra ,30.0,60.0, Brazil ,2021,6,10,16,in the midst of the amazon rainforest a symphony of wildlife creates an orchestra of nature s wonders,
505,509,"Walking the Great Wall of China, each step a testament to ancient engineering marvels. ",awe,2017-08-18 19:30:00, GreatWallWalker , Twitter , #Awe #EngineeringMarvels ,18.0,35.0, China ,2017,8,18,19,walking the great wall of china each step a testament to ancient engineering marvels,
506,510,"At the summit of Mount Fuji, a breathtaking sunrise that paints the sky with hues of accomplishment. ",accomplishment,2020-04-15 05:30:00, FujiSummitAchiever , Facebook , #Accomplishment #SunriseHues ,28.0,55.0, Japan ,2020,4,15,5,at the summit of mount fuji a breathtaking sunrise that paints the sky with hues of accomplishment,
507,511,"Exploring the ancient ruins of Angkor Wat, each stone whispering stories of Khmer civilization. ",exploration,2016-11-22 13:00:00, AngkorWatAdventurer , Instagram , #Exploration #KhmerStories ,20.0,40.0, Cambodia ,2016,11,22,13,exploring the ancient ruins of angkor wat each stone whispering stories of khmer civilization,
508,512,"Skiing down the slopes of the Swiss Alps, each turn a dance with the majesty of snow-capped peaks. ",adventure,2019-01-10 14:45:00, AlpsSkiAdventurer , Twitter , #Adventure #SnowPeakDance ,22.0,45.0, Switzerland ,2019,1,10,14,skiing down the slopes of the swiss alps each turn a dance with the majesty of snow capped peaks,
509,513,"In the tranquility of Kyoto's bamboo forest, whispers of ancient Zen wisdom echo through the groves. ",tranquility,2023-02-28 16:20:00, KyotoBambooSeeker , Facebook , #Tranquility #ZenWisdom ,25.0,50.0, Japan ,2023,2,28,16,in the tranquility of kyoto s bamboo forest whispers of ancient zen wisdom echo through the groves,
510,514,"Cruising the fjords of Norway, each icy landscape a breathtaking masterpiece of nature's grandeur. ",grandeur,2018-05-28 18:30:00, NorwayFjordExplorer , Instagram , #Grandeur #IcyMasterpiece ,22.0,45.0, Norway ,2018,5,28,18,cruising the fjords of norway each icy landscape a breathtaking masterpiece of nature s grandeur,
511,515,"At the front row of Adele's concert, each note of 'Someone Like You' resonates with soul-stirring emotion. ",emotion,2022-09-15 20:00:00, AdeleConcertGoer , Instagram , #Emotion #AdeleConcert ,40.0,80.0, USA ,2022,9,15,20,at the front row of adele s concert each note of someone like you resonates with soul stirring emotion,
512,516,"Dancing under the stars at Beyoncé's live show, feeling the power of 'Single Ladies' in every move. ",energy,2019-07-28 21:30:00, BeyonceDancer , Twitter , #Energy #BeyonceConcert ,35.0,70.0, USA ,2019,7,28,21,dancing under the stars at beyoncé s live show feeling the power of single ladies in every move,
513,517,"In the crowd of a Taylor Swift concert, the lyrics of 'Love Story' create an enchanting fairy tale. ",enchantment,2021-05-10 19:45:00, SwiftieDreamer , Facebook , #Enchantment #TaylorSwift ,30.0,60.0, USA ,2021,5,10,19,in the crowd of a taylor swift concert the lyrics of love story create an enchanting fairy tale,
514,518,"Rocking out to the guitar solos at a Queen tribute concert, a journey back in time with Freddie's spirit. ",nostalgia,2018-12-02 22:15:00, QueenTributeFan , Instagram , #Nostalgia #QueenTribute ,22.0,45.0, UK ,2018,12,2,22,rocking out to the guitar solos at a queen tribute concert a journey back in time with freddie s spirit,
515,519,"Swaying to Ed Sheeran's acoustic melodies, a serene evening filled with 'Perfect' moments. ",serenity,2020-08-18 19:00:00, SheeranMelodyLover , Twitter , #Serenity #EdSheeranConcert ,18.0,35.0, UK ,2020,8,18,19,swaying to ed sheeran s acoustic melodies a serene evening filled with perfect moments,
516,520,"Immersed in the pulsating beats of a Bruno Mars concert, where 'Uptown Funk' becomes a city of joy. ",joy,2017-03-28 20:30:00, MarsJoyExplorer , Facebook , #Joy #BrunoMars ,28.0,55.0, USA ,2017,3,28,20,immersed in the pulsating beats of a bruno mars concert where uptown funk becomes a city of joy,
517,521,"At a Michael Jackson tribute show, moonwalking through the hits, a celebration of the King of Pop. ",celebration,2022-01-15 21:15:00, MJTributeDancer , Instagram , #Celebration #MJTribute ,25.0,50.0, USA ,2022,1,15,21,at a michael jackson tribute show moonwalking through the hits a celebration of the king of pop,
518,522,"Swinging to the rhythms of a Frank Sinatra tribute, feeling the timeless charm of 'Fly Me to the Moon'. ",charm,2019-06-10 18:45:00, SinatraCharmListener , Twitter , #Charm #SinatraTribute ,22.0,45.0, USA ,2019,6,10,18,swinging to the rhythms of a frank sinatra tribute feeling the timeless charm of fly me to the moon,
519,523,"In the mosh pit of a Metallica concert, the thunderous chords create a symphony of headbanging ecstasy. ",ecstasy,2023-03-20 22:30:00, MetallicaMoshWarrior , Facebook , #Ecstasy #MetallicaConcert ,35.0,70.0, USA ,2023,3,20,22,in the mosh pit of a metallica concert the thunderous chords create a symphony of headbanging ecstasy,
520,524,"Experiencing the magic of a Coldplay concert, where 'Fix You' becomes a beacon of hope in the night. ",hope,2016-11-28 19:00:00, ColdplayHopeSeeker , Instagram , #Hope #ColdplayMagic ,30.0,60.0, UK ,2016,11,28,19,experiencing the magic of a coldplay concert where fix you becomes a beacon of hope in the night,
521,525,"At a Justin Bieber concert, the infectious beats of 'Baby' create a dance floor of unbridled enthusiasm. ",enthusiasm,2018-08-05 20:00:00, BieberDanceEnthusiast , Instagram , #Enthusiasm #JustinBieber ,40.0,80.0, Canada ,2018,8,5,20,at a justin bieber concert the infectious beats of baby create a dance floor of unbridled enthusiasm,
522,526,"In the spotlight at a Lady Gaga show, each costume change is a metamorphosis of creativity and artistry. ",creativity,2021-04-15 21:30:00, GagaArtisticChameleon , Twitter , #Creativity #LadyGaga ,35.0,70.0, USA ,2021,4,15,21,in the spotlight at a lady gaga show each costume change is a metamorphosis of creativity and artistry,
523,527,"Immersed in the soulful melodies of Adele, tears flow freely, moved by the emotion of 'Hello'. ",emotion,2019-11-28 19:45:00, AdeleMelodyTearjerker , Facebook , #Emotion #AdeleMelodies ,30.0,60.0, UK ,2019,11,28,19,immersed in the soulful melodies of adele tears flow freely moved by the emotion of hello,
524,528,"Drenched in confetti at a Katy Perry concert, a kaleidoscope of colors igniting the night sky. ",colorful,2020-06-22 22:00:00, KatyPerryColorExplosion , Instagram , #Colorful #KatyPerry ,22.0,45.0, USA ,2020,6,22,22,drenched in confetti at a katy perry concert a kaleidoscope of colors igniting the night sky,
525,529,"In the audience of a Jay-Z performance, the lyrics of 'Empire State of Mind' become an anthem of pride. ",pride,2017-09-10 20:15:00, JayZEmpireListener , Twitter , #Pride #JayZAnthem ,18.0,35.0, USA ,2017,9,10,20,in the audience of a jay z performance the lyrics of empire state of mind become an anthem of pride,
526,530,"Dancing to Shakira's rhythmic beats, hips swaying to the hypnotic charm of 'Hips Don't Lie'. ",hypnotic,2022-02-28 21:15:00, ShakiraHipsDancer , Facebook , #Hypnotic #ShakiraRhythms ,28.0,55.0, Colombia ,2022,2,28,21,dancing to shakira s rhythmic beats hips swaying to the hypnotic charm of hips don t lie,
527,531,"At a U2 concert, the anthemic chords of 'With or Without You' create a timeless moment of connection. ",connection,2016-05-15 19:30:00, U2ConnectionSeeker , Instagram , #Connection #U2Anthem ,25.0,50.0, Ireland ,2016,5,15,19,at a u concert the anthemic chords of with or without you create a timeless moment of connection,
528,532,"Rocking out at a Guns N' Roses show, the iconic riffs of 'Sweet Child o' Mine' echoing in the night. ",iconic,2018-12-10 22:30:00, GunsNRosesRiffRockstar , Twitter , #Iconic #GNRConcert ,22.0,45.0, USA ,2018,12,10,22,rocking out at a guns n roses show the iconic riffs of sweet child o mine echoing in the night,
529,533,"In the crowd of an Ariana Grande concert, the high notes of 'Into You' create a euphoric symphony. ",euphoria,2023-01-22 20:00:00, ArianaEuphoriaChaser , Facebook , #Euphoria #ArianaGrande ,35.0,70.0, USA ,2023,1,22,20,in the crowd of an ariana grande concert the high notes of into you create a euphoric symphony,
530,534,"Swaying to the reggae vibes of Bob Marley's tribute concert, each chord a journey to Jamaica's soul. ",journey,2020-03-05 18:45:00, MarleyReggaeTraveler , Instagram , #Journey #BobMarleyTribute ,30.0,60.0, Jamaica ,2020,3,5,18,swaying to the reggae vibes of bob marley s tribute concert each chord a journey to jamaica s soul,
531,535,"Captivated by the spellbinding plot twists, the audience applauds, experiencing a rollercoaster of emotions at the movie premiere. ",excitement,2018-10-12 20:00:00, MovieEnthusiastPremiereAttendee , Twitter , #Excitement #MoviePremiereThrills ,40.0,80.0, USA ,2018,10,12,20,captivated by the spellbinding plot twists the audience applauds experiencing a rollercoaster of emotions at the movie premiere,
532,536,"As the credits roll, a profound sense of nostalgia washes over, reminiscent of cherished moments in classic films. ",nostalgia,2019-06-25 22:15:00, FilmLoverNostalgiaSeeker , Instagram , #Nostalgia #ClassicFilmMoments ,35.0,70.0, UK ,2019,6,25,22,as the credits roll a profound sense of nostalgia washes over reminiscent of cherished moments in classic films,
533,537,"Streaming the latest web series, the viewer is engrossed in the characters' journey, feeling a sense of connection and empathy. ",engagement,2020-07-08 19:30:00, WebSeriesViewerCharacterConnection , Facebook , #Engagement #WebSeriesJourney ,30.0,60.0, Canada ,2020,7,8,19,streaming the latest web series the viewer is engrossed in the characters journey feeling a sense of connection and empathy,
534,538,"At the film festival, the indie filmmaker's creation receives a standing ovation, evoking pride and a sense of accomplishment. ",pride,2017-09-18 21:45:00, IndieFilmmakerFestivalSuccess , Twitter , #Pride #IndieFilmSuccess ,22.0,45.0, Australia ,2017,9,18,21,at the film festival the indie filmmaker s creation receives a standing ovation evoking pride and a sense of accomplishment,
535,539,"Watching a heartwarming family drama, tears flow freely as the characters overcome challenges, leaving the viewer with a warm glow. ",touched,2021-01-15 18:00:00, DramaEnthusiastHeartwarmingMoments , Instagram , #Touched #FamilyDramaMoments ,28.0,55.0, India ,2021,1,15,18,watching a heartwarming family drama tears flow freely as the characters overcome challenges leaving the viewer with a warm glow,
